"""'Job""","""'Workflow""","""'Failure rate""","""'Avg run time""","""'Avg queue time""","""'Runner type""","""'Runner labels""","""'Job runs"""
"""'Cancel CI-Build for 76720""","""'.github/workflows/cancel-CI-build.yml""",0.00,2774,2093,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76532""","""'.github/workflows/cancel-windows.yml""",0.00,2771,2512,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76677""","""'.github/workflows/cancel-windows.yml""",0.00,2760,2297,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76709""","""'.github/workflows/cancel-CI.yml""",0.00,2750,2756,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76719""","""'.github/workflows/cancel-coverage.yml""",0.00,2744,2009,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76667""","""'.github/workflows/cancel-coverage.yml""",0.00,2728,2640,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76730""","""'.github/workflows/cancel-CI-build.yml""",0.00,2728,1952,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76713""","""'.github/workflows/cancel-windows.yml""",0.00,2721,3240,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 75879""","""'.github/workflows/cancel-CI-build.yml""",0.00,2705,1823,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76648""","""'.github/workflows/cancel-coverage.yml""",0.00,2702,2247,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76684""","""'.github/workflows/cancel-CI.yml""",0.00,2700,2353,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76716""","""'.github/workflows/cancel-windows.yml""",0.00,2692,1888,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76727""","""'.github/workflows/cancel-coverage.yml""",0.00,2692,2594,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76754""","""'.github/workflows/cancel-CI.yml""",0.00,2689,5804,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76681""","""'.github/workflows/cancel-CI.yml""",0.00,2688,2272,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76733""","""'.github/workflows/cancel-windows.yml""",0.00,2687,2454,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76707""","""'.github/workflows/cancel-windows.yml""",0.00,2672,2813,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76742""","""'.github/workflows/cancel-windows.yml""",0.00,2659,1884,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76690""","""'.github/workflows/cancel-CI.yml""",0.00,2659,2790,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76761""","""'.github/workflows/cancel-CI.yml""",0.00,2653,2174,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76711""","""'.github/workflows/cancel-CI-build.yml""",0.00,2643,2738,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76647""","""'.github/workflows/cancel-coverage.yml""",0.00,2638,3168,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76709""","""'.github/workflows/cancel-windows.yml""",0.00,2636,3032,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76651""","""'.github/workflows/cancel-CI-build.yml""",0.00,2634,4619,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76576""","""'.github/workflows/cancel-windows.yml""",0.00,2614,2117,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76606""","""'.github/workflows/cancel-CI-build.yml""",0.00,2609,2920,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76716""","""'.github/workflows/cancel-CI-build.yml""",0.00,2598,2134,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76675""","""'.github/workflows/cancel-coverage.yml""",0.00,2597,2220,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76684""","""'.github/workflows/cancel-coverage.yml""",0.00,2596,2469,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76652""","""'.github/workflows/cancel-CI-build.yml""",0.00,2591,2688,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76671""","""'.github/workflows/cancel-windows.yml""",0.00,2579,1905,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76532""","""'.github/workflows/cancel-CI-build.yml""",0.00,2578,2914,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76661""","""'.github/workflows/cancel-windows.yml""",0.00,2570,2616,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76647""","""'.github/workflows/cancel-CI-build.yml""",0.00,2560,2800,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76687""","""'.github/workflows/cancel-CI.yml""",0.00,2504,1980,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76549""","""'.github/workflows/cancel-CI-build.yml""",0.00,2501,5743,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76678""","""'.github/workflows/cancel-coverage.yml""",0.00,2486,2527,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76713""","""'.github/workflows/cancel-coverage.yml""",0.00,2483,2590,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76674""","""'.github/workflows/cancel-CI.yml""",0.00,2478,2772,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76727""","""'.github/workflows/cancel-CI.yml""",0.00,2477,5099,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76760""","""'.github/workflows/cancel-windows.yml""",0.00,2472,2489,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76760""","""'.github/workflows/cancel-coverage.yml""",0.00,2470,2659,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76648""","""'.github/workflows/cancel-windows.yml""",0.00,2460,2351,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76552""","""'.github/workflows/cancel-CI-build.yml""",0.00,2459,2177,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76396""","""'.github/workflows/cancel-windows.yml""",0.00,2459,2349,"""'hosted""","""'ubuntu-latest""",2
"""'Cancel CI for 76686""","""'.github/workflows/cancel-CI.yml""",0.00,2457,1801,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76678""","""'.github/workflows/cancel-windows.yml""",0.00,2457,2026,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76675""","""'.github/workflows/cancel-CI-build.yml""",0.00,2451,2668,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76726""","""'.github/workflows/cancel-CI-build.yml""",0.00,2449,2401,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76396""","""'.github/workflows/cancel-CI-build.yml""",0.00,2446,2102,"""'hosted""","""'ubuntu-latest""",2
"""'Cancel Coverage for 76709""","""'.github/workflows/cancel-coverage.yml""",0.00,2441,2654,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76740""","""'.github/workflows/cancel-coverage.yml""",0.00,2431,3977,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76656""","""'.github/workflows/cancel-windows.yml""",0.00,2431,2548,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76745""","""'.github/workflows/cancel-windows.yml""",0.00,2428,2219,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76690""","""'.github/workflows/cancel-coverage.yml""",0.00,2427,6433,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76678""","""'.github/workflows/cancel-CI.yml""",0.00,2426,2020,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76664""","""'.github/workflows/cancel-windows.yml""",0.00,2424,2658,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76532""","""'.github/workflows/cancel-coverage.yml""",0.00,2424,1865,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76667""","""'.github/workflows/cancel-CI-build.yml""",0.00,2419,2152,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76664""","""'.github/workflows/cancel-CI-build.yml""",0.00,2406,2272,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76706""","""'.github/workflows/cancel-coverage.yml""",0.00,2403,3778,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76606""","""'.github/workflows/cancel-coverage.yml""",0.00,2399,2273,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76709""","""'.github/workflows/cancel-CI-build.yml""",0.00,2396,2230,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76676""","""'.github/workflows/cancel-CI-build.yml""",0.00,2389,2746,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76698""","""'.github/workflows/cancel-coverage.yml""",0.00,2388,2343,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76733""","""'.github/workflows/cancel-CI.yml""",0.00,2382,2105,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 75879""","""'.github/workflows/cancel-windows.yml""",0.00,2380,1750,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76743""","""'.github/workflows/cancel-coverage.yml""",0.00,2375,1787,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76648""","""'.github/workflows/cancel-CI-build.yml""",0.00,2360,5518,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76553""","""'.github/workflows/cancel-CI.yml""",0.00,2349,4927,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76671""","""'.github/workflows/cancel-CI.yml""",0.00,2348,4258,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76396""","""'.github/workflows/cancel-coverage.yml""",0.00,2344,2528,"""'hosted""","""'ubuntu-latest""",2
"""'Cancel CI-Windows for 76749""","""'.github/workflows/cancel-windows.yml""",0.00,2338,2037,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76711""","""'.github/workflows/cancel-windows.yml""",0.00,2334,4763,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76651""","""'.github/workflows/cancel-windows.yml""",0.00,2333,3922,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76711""","""'.github/workflows/cancel-coverage.yml""",0.00,2333,4877,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76730""","""'.github/workflows/cancel-CI.yml""",0.00,2328,2005,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76699""","""'.github/workflows/cancel-coverage.yml""",0.00,2327,1872,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76555""","""'.github/workflows/cancel-CI.yml""",0.00,2326,1731,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76686""","""'.github/workflows/cancel-CI-build.yml""",0.00,2326,5716,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76720""","""'.github/workflows/cancel-windows.yml""",0.00,2324,1842,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76719""","""'.github/workflows/cancel-windows.yml""",0.00,2319,4454,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76744""","""'.github/workflows/cancel-windows.yml""",0.00,2317,3744,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76699""","""'.github/workflows/cancel-CI-build.yml""",0.00,2314,2031,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76726""","""'.github/workflows/cancel-windows.yml""",0.00,2306,1721,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76553""","""'.github/workflows/cancel-CI-build.yml""",0.00,2306,2365,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76707""","""'.github/workflows/cancel-CI.yml""",0.00,2299,2192,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76711""","""'.github/workflows/cancel-CI.yml""",0.00,2296,2490,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76707""","""'.github/workflows/cancel-CI-build.yml""",0.00,2274,2027,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76676""","""'.github/workflows/cancel-windows.yml""",0.00,2269,2342,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76651""","""'.github/workflows/cancel-coverage.yml""",0.00,2250,2714,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76694""","""'.github/workflows/cancel-windows.yml""",0.00,2225,2932,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76675""","""'.github/workflows/cancel-CI.yml""",0.00,2223,2193,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76694""","""'.github/workflows/cancel-CI-build.yml""",0.00,2218,2948,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76727""","""'.github/workflows/cancel-CI-build.yml""",0.00,2217,5519,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76693""","""'.github/workflows/cancel-CI.yml""",0.00,2214,2004,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 75879""","""'.github/workflows/cancel-coverage.yml""",0.00,2205,1697,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76508""","""'.github/workflows/cancel-windows.yml""",0.00,2187,4230,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76704""","""'.github/workflows/cancel-coverage.yml""",0.00,2180,2131,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76693""","""'.github/workflows/cancel-coverage.yml""",0.00,2179,2219,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76652""","""'.github/workflows/cancel-coverage.yml""",0.00,2176,2063,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76685""","""'.github/workflows/cancel-CI-build.yml""",0.00,2142,2428,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76677""","""'.github/workflows/cancel-coverage.yml""",0.00,2142,5846,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76698""","""'.github/workflows/cancel-CI.yml""",0.00,2140,2129,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76720""","""'.github/workflows/cancel-CI.yml""",0.00,2139,1779,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76695""","""'.github/workflows/cancel-windows.yml""",0.00,2137,2475,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76671""","""'.github/workflows/cancel-coverage.yml""",0.00,2136,4831,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76733""","""'.github/workflows/cancel-CI-build.yml""",0.00,2136,1873,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76706""","""'.github/workflows/cancel-windows.yml""",0.00,2134,2444,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76681""","""'.github/workflows/cancel-CI-build.yml""",0.00,2128,2249,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76743""","""'.github/workflows/cancel-CI-build.yml""",0.00,2127,1865,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76712""","""'.github/workflows/cancel-windows.yml""",0.00,2125,1535,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76706""","""'.github/workflows/cancel-CI-build.yml""",0.00,2124,2313,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76555""","""'.github/workflows/cancel-windows.yml""",0.00,2120,1687,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76755""","""'.github/workflows/cancel-CI-build.yml""",0.00,2118,2510,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76678""","""'.github/workflows/cancel-CI-build.yml""",0.00,2117,1923,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76686""","""'.github/workflows/cancel-coverage.yml""",0.00,2113,1883,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76745""","""'.github/workflows/cancel-CI-build.yml""",0.00,2112,6340,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76749""","""'.github/workflows/cancel-CI-build.yml""",0.00,2111,2648,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76508""","""'.github/workflows/cancel-coverage.yml""",0.00,2107,3669,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76552""","""'.github/workflows/cancel-CI.yml""",0.00,2106,1916,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76675""","""'.github/workflows/cancel-windows.yml""",0.00,2105,2166,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76611""","""'.github/workflows/cancel-windows.yml""",0.00,2101,2656,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76741""","""'.github/workflows/cancel-CI-build.yml""",0.00,2101,1971609,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76648""","""'.github/workflows/cancel-CI.yml""",0.00,2101,5413,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76698""","""'.github/workflows/cancel-windows.yml""",0.00,2100,2391,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76661""","""'.github/workflows/cancel-CI.yml""",0.00,2100,2072,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76679""","""'.github/workflows/cancel-CI-build.yml""",0.00,2093,2184,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76699""","""'.github/workflows/cancel-CI.yml""",0.00,2093,1980,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76755""","""'.github/workflows/cancel-coverage.yml""",0.00,2093,1887,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76716""","""'.github/workflows/cancel-CI.yml""",0.00,2092,1795,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76737""","""'.github/workflows/cancel-CI.yml""",0.00,2091,2370,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76606""","""'.github/workflows/cancel-windows.yml""",0.00,2090,2230,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76713""","""'.github/workflows/cancel-CI-build.yml""",0.00,2089,2405,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76553""","""'.github/workflows/cancel-windows.yml""",0.00,2088,4466,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76743""","""'.github/workflows/cancel-windows.yml""",0.00,2088,1792,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76744""","""'.github/workflows/cancel-coverage.yml""",0.00,2088,3579,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76677""","""'.github/workflows/cancel-CI.yml""",0.00,2084,5693,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76651""","""'.github/workflows/cancel-CI.yml""",0.00,2082,1428,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76549""","""'.github/workflows/cancel-windows.yml""",0.00,2082,5406,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76679""","""'.github/workflows/cancel-CI.yml""",0.00,2079,2219,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76656""","""'.github/workflows/cancel-coverage.yml""",0.00,2074,2047,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76680""","""'.github/workflows/cancel-coverage.yml""",0.00,2069,2633,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76746""","""'.github/workflows/cancel-CI.yml""",0.00,2064,1723,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel Coverage for 76694""","""'.github/workflows/cancel-coverage.yml""",0.00,2062,2953,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76712""","""'.github/workflows/cancel-CI-build.yml""",0.00,2062,1677,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76611""","""'.github/workflows/cancel-CI.yml""",0.00,2053,2316,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76674""","""'.github/workflows/cancel-windows.yml""",0.00,2048,2009,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76647""","""'.github/workflows/cancel-CI.yml""",0.00,2033,2198,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Windows for 76754""","""'.github/workflows/cancel-windows.yml""",0.00,2030,5633,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76664""","""'.github/workflows/cancel-CI.yml""",0.00,2026,2270,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI for 76680""","""'.github/workflows/cancel-CI.yml""",0.00,2019,2730,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76684""","""'.github/workflows/cancel-CI-build.yml""",0.00,2006,1922,"""'hosted""","""'ubuntu-latest""",1
"""'Cancel CI-Build for 76674""","""'.github/workflows/cancel-CI-build.yml""",0.00,1979,2032,"""'hosted""","""'ubuntu-latest""",1
